id,text,created_at
1218658683342639105,And we're complaining of 10cm 🙄🙄🙄🙄🙄🙄🙈🙈🙈🙈🙈🙈🙈 #snowmaggedon2020 #westcoast https://t.co/bknEd98l2f,Sat Jan 18 22:17:26 +0000 2020
1218658652695027713,@user_2602 Finished for the night.  5 hours and it's still not clear.  I'm not even go to bother the steps.  Snows 7.5'… https://t.co/gYgA7pbrXX,Sat Jan 18 22:17:19 +0000 2020
1218658535355142146,The plow made it to our (tertiary) street. Took 3 back-and-forths just to clear the width of our property. Thanks… https://t.co/tTzzBJWXY1,Sat Jan 18 22:16:51 +0000 2020
1218658522545770497,"You still have to enjoy the weekend, right #Newfoundland #NLblizzard #snowstorm #Snowmageddon https://t.co/VMtg6OHdtg",Sat Jan 18 22:16:48 +0000 2020
1218658309101670400,#NLStorm2020 Little bit of snow in Newfoundland this week. https://t.co/eXRrJ6kRAh,Sat Jan 18 22:15:57 +0000 2020
1218658270954643458,"Made it through!!
Nothing like sitting on top of a 20ft snow drift and knocking it down into the snowblower all aft… https://t.co/IOZSEl3uRl",Sat Jan 18 22:15:48 +0000 2020
1218658254747729920,Totally valid point. Private operators who clear government and school parking lots are not allowed to start work u… https://t.co/0dzbHJcSzw,Sat Jan 18 22:15:44 +0000 2020
1218658249181990918,Cool pic from the last Cutters Karaoke gig at The Rec Room. #drums #drumming #drummer #infinity #music… https://t.co/ESYtUHal6I,Sat Jan 18 22:15:42 +0000 2020
1218658243138019328,Huge thank you to the team at 511 NL. Watching them work tirelessly over the last two days has been impressive to s… https://t.co/6e0U39OVub,Sat Jan 18 22:15:41 +0000 2020
1218658208350380038,"Whoops I meant #NewfieCheck 
#NLblizzard #Snowmageddon https://t.co/xvjXIcgsLl",Sat Jan 18 22:15:33 +0000 2020
1218658147268689920,@user_2570 I’m just going to leave this here...(24 hours ago in #Newfoundland) https://t.co/oRK74HFS5a,Sat Jan 18 22:15:18 +0000 2020
1218658139098185729,"Wishing for baseball season while digging out in Newfoundland. Hey, @user_1847 have any fur-lined jerseys? #NLblizzard #Snowmageddon",Sat Jan 18 22:15:16 +0000 2020
1218658132060188674,"Hands up, who wants to be buried in snow like #Newfoundland is currently experiencing?

Even by Canadian standards,… https://t.co/ak4NzePhgy",Sat Jan 18 22:15:14 +0000 2020
1218658130176958464,"I am not crying, you are ❤
#IAmCanadian also of course #Newfoundland ❤❤ https://t.co/W67aIEEVdi",Sat Jan 18 22:15:14 +0000 2020
1218658109071163399,"#SaturdayMotivation #MeanwhileInCanada 🇨🇦
#Newfoundland blizzard.
#Beaverton is Canada's version of The Onion 👀 https://t.co/vzku8V9WoR",Sat Jan 18 22:15:09 +0000 2020
1218658088301088773,"7 hours of shoveling today didn't allow me an opportunity to photograph tonight's sunset. However, my daughter deci… https://t.co/OaH1lHrj9j",Sat Jan 18 22:15:04 +0000 2020
1218658085411020800,"‘This is nuts’: #Newfoundland’s snowstorm in photos | https://t.co/o5xTmbT4Hp https://t.co/M78zF8AkWT
#Newfoundland #Canada #Snowstorm",Sat Jan 18 22:15:03 +0000 2020
1218658084320616449,If you live close to any facility which has people working (hospitals etc) who have been there for 36ish hours sinc… https://t.co/LaRzJmf10Y,Sat Jan 18 22:15:03 +0000 2020
1218658077442039810,Historic #blizzard brings #Newfoundland to a standstill https://t.co/vNe134p6z0 https://t.co/EACZpzTurm,Sat Jan 18 22:15:01 +0000 2020
1218658034928508928,Have a look at what a real #superhero does #nlstorm #heroonsled @user_1435 @user_1237 @user_2110 https://t.co/brpxIBkAtN,Sat Jan 18 22:14:51 +0000 2020
1218657949360541696,Indoor #STEM #Learning #Activities for the Whole #Family via @user_2214 https://t.co/fKWRtRnXzU #SaturdayVibes… https://t.co/dggZ0hlRrB,Sat Jan 18 22:14:31 +0000 2020
1218657928573485058,"After working all day (hectic but cosy; my table was my workstation), I did my first round with the snowblower .. a… https://t.co/h9EzhxRw28",Sat Jan 18 22:14:26 +0000 2020
1218657924828008448,"Snowmageddon 2020. Mission: Shovelling, Part 1. Status: Accomplished. #winter #winterstorm #snow #snowstorm… https://t.co/EZMBwjhLrQ",Sat Jan 18 22:14:25 +0000 2020
1218657904519274496,The lib govt &amp; council will prob turn the power off to make it look worse than it is for Fed$ &amp; military help. &amp; ke… https://t.co/v8V5lf7rBv,Sat Jan 18 22:14:20 +0000 2020
1218657898223558661,""" #CanadianArmedForces to assist #Newfoundland after blizzard hits province""  https://t.co/rcA2Ug6ohi",Sat Jan 18 22:14:19 +0000 2020
1218657837745917953,#Newfoundland this is some 14/10 #NewfieChrck content on Tik Tok from St John’s. Thank you for sharing. Hope we can… https://t.co/4MP4p6oKLK,Sat Jan 18 22:14:04 +0000 2020
1218657752140087296,So @user_143 my street is cleared and the main streets. Am I permitted to drive and pick up an essential worke… https://t.co/Lnm2V3OfkL,Sat Jan 18 22:13:44 +0000 2020
1218657725909012480,"Record are made to be broken! @user_1950 @user_1868 

#nlwx #nlwhiteout https://t.co/lIOxdPgs9M",Sat Jan 18 22:13:38 +0000 2020
1218657646980620288,"This is a much gentler version of winter than what I am currently experiencing, as a heads up. 

Only thing sexy ab… https://t.co/ObLOCGO251",Sat Jan 18 22:13:19 +0000 2020
1218657279572049921,"Oh my goodness Rosalie! These are the incredible people the premier, etc. are talking about. They need to be reliev… https://t.co/l80VtgS3Dc",Sat Jan 18 22:11:51 +0000 2020
1218657150953717761,"#SaturdayThoughts #Canada
#News #ICYMI #Newfoundland #Newfoundlanders #NLblizzard #nlwx #snowstorm #Snowmageddon https://t.co/JC6LI1xpZs",Sat Jan 18 22:11:20 +0000 2020
1218657076903235584,"Some wild photos from the blizzard in St. John's NL.
#stormageddon2020 #snowstorm
https://t.co/M4mWZdbtwI: Extreme… https://t.co/bl9qRf9ZR7",Sat Jan 18 22:11:03 +0000 2020
1218657075523457024,"Nuts, but it's very real! #nlwx #nltraffic #blizzard2020 #Snowpocalypse2020 https://t.co/wIbUo8QpKL",Sat Jan 18 22:11:03 +0000 2020
1218657050600730624,"As daylight breaks, St. John's is absolutely buried in snow #nlstorm  https://t.co/D2MMvfVB8Q https://t.co/nzp7TucCih",Sat Jan 18 22:10:57 +0000 2020
1218656973782245377,I am guessing the multiple flashes of light from transformers blowing means we won't give getting power back anytime soon. #stormageddon2020,Sat Jan 18 22:10:38 +0000 2020
1218656906824376322,@user_1171 @user_1687 @user_1817 It should be illegal to drive in the snow without snow tires! Every problem… https://t.co/kEjyerXcag,Sat Jan 18 22:10:22 +0000 2020
1218656862989639680,"“We’re analyzing and assessing this, literally on an hourly basis,” with all depts and municipalities, says Ball.… https://t.co/wROzA7lW4e",Sat Jan 18 22:10:12 +0000 2020
1218656746169868288,A lineup of 100 people to get into a convenience store on Campbell Ave. Storm chips? #blizzard2020 #Snowmageddon… https://t.co/3fMrcXyh78,Sat Jan 18 22:09:44 +0000 2020
1218656677509128193,"hey pals. when was the last time st. john’s, nl had to call in the army to help us with snow? #nlwx #Snowmageddon… https://t.co/4kmL0EYcYH",Sat Jan 18 22:09:28 +0000 2020
1218656510085148672,Someone in the Shea Heights area needs help. Is there anyone in the area able to help shovel a fellow NLer out?… https://t.co/hz8ld6BTcJ,Sat Jan 18 22:08:48 +0000 2020
1218656476849291264,Shoveling: do you wait until the snow has stopped falling or do you start now cause who knows how much more snow’s… https://t.co/1JuDYeDdKW,Sat Jan 18 22:08:40 +0000 2020
1218656434482753537,.@PremierofNL says the main priority for the federal gov’t/military response for the province’s snow situation is t… https://t.co/vhL1dSQJiE,Sat Jan 18 22:08:30 +0000 2020
1218656389532389377,Just check on one neighbor today or tomorrow! Just one. If everyone did we could make sure they are al safe. #nlwx #blizzard2020,Sat Jan 18 22:08:19 +0000 2020
1218656370322558976,#nlwx #nlblizzard2020,Sat Jan 18 22:08:14 +0000 2020
1218656334507315200,@user_1171 @user_1687 @user_1817 It should be illegal for people to drive in the snow without snow tires. Eve… https://t.co/FkZ0ENgOUd,Sat Jan 18 22:08:06 +0000 2020
1218656326471036929,A few pics of our clean up from #NLblizzard #NLStorm2020 with @user_1541 The drift in the drive way was about 1… https://t.co/nmAHXcW8RY,Sat Jan 18 22:08:04 +0000 2020
1218656298587299840,Always lots of things to learn from our friends in #Newfoundland ... #stormchips is a brilliant concept and in my h… https://t.co/nNbjXNy3IP,Sat Jan 18 22:07:57 +0000 2020
1218656291142471688,Great and awesome news from @user_743 Great job! #nlproud #nltraffic https://t.co/QXsBLZc2S1,Sat Jan 18 22:07:56 +0000 2020
1218656218476154882,@user_1088 Here they're calling it the #snowmageddon lmao,Sat Jan 18 22:07:38 +0000 2020
1218656201392762881,@user_1943 Pretty messy out. 15cm can cause problems in a big city but it's nowhere in #Snowmageddon territory,Sat Jan 18 22:07:34 +0000 2020
1218656188864376833,"Shovels, skis, snowshoes and a sense of comradery! #nlwx https://t.co/K2SqZ7EOaC",Sat Jan 18 22:07:31 +0000 2020
1218656187601821697,OMG #Newfoundland #Snowmageddon2020 https://t.co/vKfGsExpK5,Sat Jan 18 22:07:31 +0000 2020
1218656182379917312,"Newsflash
It's not the God given right of every Bayman with a snow machine to zip up and down the streets during a… https://t.co/7HcREOjZAl",Sat Jan 18 22:07:30 +0000 2020
1218656102491000832,"That’s my favorite player!🐶⬇️⬇️⬇️

#NLGrowlers #NLwx #nlblizzard2020 https://t.co/IHSY9LxRFT",Sat Jan 18 22:07:11 +0000 2020
1218656102138765313,"Now that donny dooley has been toppled, next thing we gotta do is get Facebook groups banned in NL. Maybe just Face… https://t.co/hEbJlQLkTL",Sat Jan 18 22:07:10 +0000 2020
1218656032664301568,"Sadly, there is a young man missing who was out in the storm. Search is underway. 😕 #NLStorm2020 https://t.co/C2ZuvJW5Jm",Sat Jan 18 22:06:54 +0000 2020
1218656031494037504,News from Bonavista #nltraffic #nlwx https://t.co/wZWL9cig60,Sat Jan 18 22:06:54 +0000 2020
1218655986703130625,Power still off in Millertown Portugal Cove. #blizzard2020 #NLStorm2020 #Snowmageddon2020 @user_1831 https://t.co/Y8R1L9Cy6K,Sat Jan 18 22:06:43 +0000 2020
1218655978255781888,That brings an end to #GDCFPday Toronto! Thanks to all the mentors and attendees for braving #Snowmageddon today ❄️… https://t.co/LAYEuobfLY,Sat Jan 18 22:06:41 +0000 2020
1218655881270743040,"Rapid government response is key. Access to food/water, #hospitals, and other essentials should be restored before… https://t.co/doG4SqGgrb",Sat Jan 18 22:06:18 +0000 2020
1218655684188954625,"Getting reports of a number of people getting 1000$ tickets for being on the roadway without a serious reason.
PLEA… https://t.co/7jjsBTql8D",Sat Jan 18 22:05:31 +0000 2020
1218655681089359873,Ppl r not allowed out of their homes on roads during state of emerg. Can’t even order a plow for driveways bc they’… https://t.co/385mX7eiNk,Sat Jan 18 22:05:30 +0000 2020
1218655680409866241,Shoutout to @user_1997  who was streaming when Jess and I were out exploring! Snapped a lovely pic of us in th… https://t.co/gA1FufKn5k,Sat Jan 18 22:05:30 +0000 2020
1218655633089744897,"Almost out of #stormchips , and low on #stormbeer . The armed forces can’t get here soon enough. #nlwx https://t.co/0acGLAwrNU",Sat Jan 18 22:05:19 +0000 2020
1218655557583810561,"91cm later in Paradise, and the rink is reopen. Beauty of a night! #nlwx #Snowmageddon2020 #blizzard2020 https://t.co/ntwzC9e5q5",Sat Jan 18 22:05:01 +0000 2020
1218655546712174597,"Pre-save my new single ""Blue Strips (feat. PlayMakkaDbo &amp;amp; MjbAtm)"" on Spotify: https://t.co/3mkRgrfGrL (powered… https://t.co/cP2D1BCD9c",Sat Jan 18 22:04:58 +0000 2020
1218655426931281921,"@user_1223 update: just saw picture of the #Snowpocalypse2020 and I can't compare, not even a bit",Sat Jan 18 22:04:29 +0000 2020
1218655403145383938,This is a good tactic #NLblizzard #Newfoundland #Snowmageddon #snowstorm https://t.co/WMJB7ulKcZ,Sat Jan 18 22:04:24 +0000 2020
1218655344114720768,"This is fine. We’re fine. 
#Snowmageddon2020 #nlwx #NLStorm2020 #NLblizzard https://t.co/apc05Wu7uv",Sat Jan 18 22:04:10 +0000 2020
1218655341585534976,@user_1871 That's nothing compared to what #Newfoundland got!,Sat Jan 18 22:04:09 +0000 2020
1218655330462306304,#NLStorm2020  https://t.co/HK7L3MIbTS,Sat Jan 18 22:04:06 +0000 2020
1218655324271513602,Without anyone flipping out at me... is there either store open Downtown? I have lots of wine but I would like more beer lol  #nlwx,Sat Jan 18 22:04:05 +0000 2020
1218655321905823747,Mom is a nurse at St. Clare’s. She’s been there since 7:30 a.m. yesterday. That’s nearly 36 hours. Hoping she gets… https://t.co/43n1RFdhzy,Sat Jan 18 22:04:04 +0000 2020
1218655229857669121,"When 90cm of snow turns you into Marg Delahunty, Warrior him-cess #snowstorm #Snowmageddon #NLStorm2020… https://t.co/K0SsSbLmPt",Sat Jan 18 22:03:42 +0000 2020
1218655215790018565,"Time lapse of Storm in St. John's 

@user_361 @user_1831 @user_1131 
#nlwx #YYT https://t.co/tVY1LpyKh9",Sat Jan 18 22:03:39 +0000 2020
1218655192712908810,"Getting ready for a big snowstorm same 5 to 9"" So far the biggest one we've had yet this year.😩❄❄❄#noreaster #snowstorm #Snowpocalypse2020",Sat Jan 18 22:03:34 +0000 2020
1218655162501410816,3 transformers just blew in the Sgt. Donald Lucas Dr. area in Paradise. Lit up the sky green. #nlwx #blizzard2020… https://t.co/kmMiHDohmD,Sat Jan 18 22:03:26 +0000 2020
1218655152439209987,PLEASE STAY INSIDE #nlwx #NLTRAFFIC https://t.co/Vg4WqQNlpg,Sat Jan 18 22:03:24 +0000 2020
1218655056024801280,@user_1424 Northern Bucks Snow Command update...For the love of God it needs to stop snowing up here.  There is… https://t.co/TqoQlKavnt,Sat Jan 18 22:03:01 +0000 2020
1218654988391632897,State of emergency. #Newfoundland,Sat Jan 18 22:02:45 +0000 2020
1218654952626827264,Let the digging out process begin #nlwx #NLStorm2020 https://t.co/Rh7UucSAI8,Sat Jan 18 22:02:36 +0000 2020
1218654818060779520,@user_361 Just watched a seg on CBCNN on #NLwx of videos posted to social media.  Only problem: at least one of the… https://t.co/qpdjcNOW8w,Sat Jan 18 22:02:04 +0000 2020
1218654788436578306,Here’s a brief vid with the ⁦@CNAjournalism⁩ Mavic Mini. The gusts were too powerful to get any altitude and the te… https://t.co/fhWsijopg7,Sat Jan 18 22:01:57 +0000 2020
1218654754575912960,A plow trying to make it down the street after 12+ hours of no snow clearing. The amount of snow is insane! #nlwx… https://t.co/a4JkMO22ro,Sat Jan 18 22:01:49 +0000 2020
1218654576913649665,Truth!! #nlwx https://t.co/Bp8SJm150C,Sat Jan 18 22:01:07 +0000 2020
1218654505924952066,Having a cold beer after shoveling/snow blowing has to be the most refreshing 🍻 #blizzard2020 #NLStorm2020 #Snowmageddon #nlwx,Sat Jan 18 22:00:50 +0000 2020
1218654496131293184,"Oh, Newfoundland. #nlwx

https://t.co/c2KRyEbVxD",Sat Jan 18 22:00:48 +0000 2020
1218654431010533379,The path to freedom!  LOL!  Or at least to the hot tub &amp; beer!  #stormageddon2020 #nlwx https://t.co/BNbJnqYzvS,Sat Jan 18 22:00:32 +0000 2020
1218654405702057986,I just sent a couple of texts to city contacts to see if they have any guidance or thoughts on possible warming cen… https://t.co/2uWCBttZaM,Sat Jan 18 22:00:26 +0000 2020
1218654361649385477,"If the RNC wants to hand out some tickets, Kenmount Terrace is the place to be. Lots of people disobeying the state… https://t.co/dxNd0JGnai",Sat Jan 18 22:00:15 +0000 2020
1218654349573881857,@user_2566 four large lightning like flashes of light over towards the substation on Middle Bight Road in @user_1718 https://t.co/LMxSZzCjeW,Sat Jan 18 22:00:13 +0000 2020
1218654337725018112,"#NLStorm2020 I’m done dealing with the GD snow for this day. Snow is hard packed, it’s very cold out &amp; I had a flat… https://t.co/L2ptYoimNF",Sat Jan 18 22:00:10 +0000 2020
1218654322390708224,#vamoscolocolo #LosCruzados #18Ene #AvionPrecidencial #HalaMadrid #NEWCHE #EXOLBelievesInEXO9 #NUFC #CROGER #DSDS… https://t.co/G1tAcKUP2S,Sat Jan 18 22:00:06 +0000 2020
1218654316753350656,Meanwhile in #Portland #Oregon we're all still mourning the sudden death of our whopping 3/4 inch of snowfall yeste… https://t.co/IPf3dEOLJg,Sat Jan 18 22:00:05 +0000 2020
1218654299950993408,Sending some love to Canada’s beloved Labrador and Newfoundland. Unprecedented! Whoa! Snow! Hang in there. 🇨🇦 ❤️… https://t.co/WkdZKnLf2q,Sat Jan 18 22:00:01 +0000 2020
1218654299426828288,What are calories? #nlwx #NLStorm2020 #Snowmageddon #stormchipaandchristmaschocolate #cantstop #fatstores,Sat Jan 18 22:00:01 +0000 2020
1218654235136532480,That part of the interview here: https://t.co/9RXPAIVKyP #nlpoli #nlwx #NLStorm2020,Sat Jan 18 21:59:45 +0000 2020
1218654210595663872,This is the Tweet to remember from this storm! Love it @user_1314  #nlstorm2020 https://t.co/f7fQJfZ8fv,Sat Jan 18 21:59:39 +0000 2020
1218654134661939200,"In the interview, Premier Ball also spoke about the weather event itself, saying it was having a ""profound impact""… https://t.co/GjPcYeQcWv",Sat Jan 18 21:59:21 +0000 2020
1218654096594558978,"Hey @user_143 , is getting all the plows currently keeping the @user_1778 parking lot cleared to help clear s… https://t.co/aP0A0oeib7",Sat Jan 18 21:59:12 +0000 2020
1218654045260390409,That's close to what #Halifax got with #WhiteJuan. It wasn't fun then so be safe and stay warm. #MountPearl… https://t.co/l0SvxntElf,Sat Jan 18 21:59:00 +0000 2020
1218654029523275776,"That there is the ice age rollin in. 

#stormageddon2020 #WinterStorm https://t.co/18NOa7chjF",Sat Jan 18 21:58:56 +0000 2020
1218654024284676096,"If you’re wondering what it’s like to live in a friendly and inclusive country like 🇨🇦, this thread is a beautiful… https://t.co/Icww2XrRA0",Sat Jan 18 21:58:55 +0000 2020
1218653961948999680,"Mark , #Snowmageddon2020 #Newfoundland #NLStorm2020 you have got to be kidding me. https://t.co/gDzbDuip4f",Sat Jan 18 21:58:40 +0000 2020
1218653950951534593,Light as a feather @user_898 #snowstorm #snowday #snow #Snowpocalypse2020 #SaturdayVibes https://t.co/JqFQCuKXCd,Sat Jan 18 21:58:38 +0000 2020
1218653857183604736,#NLStorm2020 supper. Chili with bottled moose and cornbread skeletons. Thanks @user_1528 for the awesome skel… https://t.co/9aO9OqmLnF,Sat Jan 18 21:58:15 +0000 2020
1218653850724421632,"Of course, now that the wind has died down and snow is stopped, the power decides to start blinking #Snowpocalypse2020",Sat Jan 18 21:58:14 +0000 2020
1218653833674534916,"Best workout of 2020, shovelling through Snowmageddon. The never ending circuit #nlwx",Sat Jan 18 21:58:10 +0000 2020
1218653797574115336,#NLStorm2020 https://t.co/AL00dX6z1K,Sat Jan 18 21:58:01 +0000 2020
1218653685703757826,#wow #Newfoundland storm! https://t.co/ckW4vj70Z6,Sat Jan 18 21:57:34 +0000 2020
1218653680758591488,"Everyone who is out in the road, walking, snowshoeing, sliding, driving (any type of vehicle) are impeding snow rem… https://t.co/0csOET2cJ0",Sat Jan 18 21:57:33 +0000 2020
1218653620973002752,I can't imagine what that Witless Bay Line is like. I say next week before that opens #NLwx,Sat Jan 18 21:57:19 +0000 2020
1218653602052562945,Awesome night seeing @user_438 #Newfoundland Made me so homesick. https://t.co/Zl5EWowydr,Sat Jan 18 21:57:14 +0000 2020
1218653565952151552,"How does #Newfoundland even BEGIN to deal with this? Seriously, if someone could let me know a step-by-step process… https://t.co/2pH1a6CVr6",Sat Jan 18 21:57:06 +0000 2020
1218653553692151808,Here's more from the interview we conducted with Premier Dwight Ball about the request for assistance from the fede… https://t.co/WjtRUSKHrs,Sat Jan 18 21:57:03 +0000 2020
1218653466018619393,My car. 😭 #blizzard2020 #NLStorm2020 #nlwx https://t.co/S6z1INRqJg,Sat Jan 18 21:56:42 +0000 2020
1218653378659655680,@user_2709 Absolument fou! Merci à vous et à @user_563 pour votre couverture! C’est absolument fascina… https://t.co/YAAbzZwnsC,Sat Jan 18 21:56:21 +0000 2020
1218653366798225410,I guess he didn’t want it to look like he was rushing it after all day &amp; no cars on the road from state of emerg da… https://t.co/YMCwO6LnfV,Sat Jan 18 21:56:18 +0000 2020
1218653292726755329,😂😂😂😂 🦖 #nlwx https://t.co/3x3zNxdzXE,Sat Jan 18 21:56:01 +0000 2020
1218653267665870857,#Snowmaggedon2020: Monster N.L. snowstorm through the eyes of social media https://t.co/tX1ihir7Ip,Sat Jan 18 21:55:55 +0000 2020
1218653232790167552,I really don’t know how to handle the messages/concerns from people into day 2 without power and saying they’re col… https://t.co/O2qZmqt62O,Sat Jan 18 21:55:46 +0000 2020
1218653086161539072,The real MVP is my husband who picked up extra wine the other night!! Day 2 state of emergency but we’re cozy &amp; war… https://t.co/7vTsjeK5D1,Sat Jan 18 21:55:11 +0000 2020
1218652993458855936,"If you're NOT feelin this? Then you have NO ""PULSE"" 
@user_768 💯

#SaturdayMorning  #Eminem… https://t.co/7XVQNBNL1p",Sat Jan 18 21:54:49 +0000 2020
1218652980271931392,I love this tweet. All my local social media peeps have filled my feed with #Snowpocalypse2020 shares. 😊 https://t.co/ehEWx6yQ3i,Sat Jan 18 21:54:46 +0000 2020
1218652894041464832,"Dear ##summervibes, wtf are you dammit?!?!?! 😲😜🤪😇😇  I wonder if walking in unshoveled snow counts as #cardio exerci… https://t.co/BXTMFseimc",Sat Jan 18 21:54:26 +0000 2020
1218652887150211077,#StJohnsNL #NLStorm2020 https://t.co/xvOuQaof3T,Sat Jan 18 21:54:24 +0000 2020
1218652880661549058,"Well at least no one was hurt.  Maybe, except the car might be a bit damp. 😂  #NLStorm2020 #Snowmageddon2020… https://t.co/ULYV9s6c9v",Sat Jan 18 21:54:22 +0000 2020
1218652834117439489,"There’s cars under there... somewhere 🤣

#NLblizzard https://t.co/uMbki1NT1J",Sat Jan 18 21:54:11 +0000 2020
1218652811887546368,"Clocked 12,000 steps today without leaving the yard. Thanks for the workout #NLWX ! 

#NLStorm2020 #Snowmageddon2020 https://t.co/BFWObJJmz9",Sat Jan 18 21:54:06 +0000 2020
1218652792849620993,Canadian Armed Forces to help blizzard-ravaged Newfoundland  https://t.co/qD1Ck9k13X #NLStorm2020 #blizzard2020… https://t.co/6AJGtTeJ49,Sat Jan 18 21:54:01 +0000 2020
1218652746368405504,Anyone in the Freshwater Rd/Stamp's Lane area have any pics of the snow? Or Empire Ave/Cashin Ave area?… https://t.co/jruxXY0j3K,Sat Jan 18 21:53:50 +0000 2020
1218652690743472128,"Snow day! 
.
.
.
#iceflows 
#snowmageddon 
#squamishriver 
#snow https://t.co/JyXgLgNH1P",Sat Jan 18 21:53:37 +0000 2020
1218652605515206657,@user_874 @user_984 @user_370 I had heard there were a couple of roadblocks set up in @user_984 to catch t… https://t.co/brxNah93Ne,Sat Jan 18 21:53:17 +0000 2020
1218652562263506945,"Stopped snowing here in Chicago. Love the snow and just staring out the window at it...

#kindness #KindnessMatters… https://t.co/xqh7GyPFD8",Sat Jan 18 21:53:06 +0000 2020
1218652560917254147,"The snow in #Toronto is reaching critical levels - a few plowhills are almost...

KNEE HIGH!!!!

I needed to wear b… https://t.co/HCdZzkt0Zu",Sat Jan 18 21:53:06 +0000 2020
1218652487051366400,My human chatting with #Alexa about the #WindChill today #snowstorm #Snowpocalypse2020 #Snowmageddon #minnesnowta t… https://t.co/72hEFVTQjV,Sat Jan 18 21:52:49 +0000 2020
1218652425361481729,People trying to get to the store .... did you miss all the storm warnings that said this would be the storm of the… https://t.co/BwIhdNvlnq,Sat Jan 18 21:52:34 +0000 2020
1218652408781451265,"Severe winter storm, and State of Emergency in Newfoundland, and ya'll stocking up on potato chips.

I dont know, b… https://t.co/FiigZSirui",Sat Jan 18 21:52:30 +0000 2020
1218652407804190723,Constant shoveling but it doesn't really make a difference 🥶 #ONStorm #snowstorm #Snowmageddon https://t.co/ifSpO1YXXh,Sat Jan 18 21:52:30 +0000 2020
1218652312467656706,End of the driveway be like... #NLblizzard #nlwx #NLStorm2020 https://t.co/mGGvSQcf9G,Sat Jan 18 21:52:07 +0000 2020
1218652308428312576,When life gives you lemons! #nl #NLblizzard #nlblizzard2020 #downtownstjohns #nlwx https://t.co/6Eagcf68Nn,Sat Jan 18 21:52:06 +0000 2020
1218652215239495682,"Paradise for ya!
#nlwx #NLblizzard #NLStorm2020 #snowstorm #Newfoundland @user_361 https://t.co/tFg65X8iYS",Sat Jan 18 21:51:44 +0000 2020
1218652057009131520,"Sooo...He found his dad's beard...

How's your #weekend going so far?

Add pics below  😄: 

#stormageddon2020… https://t.co/kDHqKBmiXU",Sat Jan 18 21:51:06 +0000 2020
1218652049937780737,#NLStorm2020 #Snowmageddon #nlwx #thisismylifenow,Sat Jan 18 21:51:04 +0000 2020
1218652006686044160,1/2 a @user_2680 of snow will be our official form of measurement for snowfall events in Newfoundland moving forward… https://t.co/Kvpo1fdYDx,Sat Jan 18 21:50:54 +0000 2020
1218651725554470912,"How do the people who drive the snowplough, get to the snowplough? 🤔 #NLStorm2020 https://t.co/jEjwT6uA4s",Sat Jan 18 21:49:47 +0000 2020
1218651714833784833,Pitts memorial drive St John’s #nlwx https://t.co/YloAStuozX,Sat Jan 18 21:49:44 +0000 2020
1218651699826569221,During State of Emergency #NLPB has been advised that all community pharmacies in affected areas are unable to open… https://t.co/n1D5Sic8wj,Sat Jan 18 21:49:41 +0000 2020
1218651691328983040,Start giving out tickets!!!  #nltraffic https://t.co/wx2nDNWfaT,Sat Jan 18 21:49:39 +0000 2020
1218651598160908288,"When you have hunches for 2YEARS of your bf’s coke addiction and FINALLY HAVE PROOF! 
#letssaysayonara #buhbye… https://t.co/QDVX7gXE0A",Sat Jan 18 21:49:17 +0000 2020
1218651445840486402,"Me, a glass of wine, Joey and the snow.  #NLStorm2020 https://t.co/nwpkeXE62e",Sat Jan 18 21:48:40 +0000 2020
1218651444850708484,Look At this Snow Accumulation (I can Barely See Out the Front Door)  Saturday January 18 2020 4:47pm #gta… https://t.co/zknY4iihVH,Sat Jan 18 21:48:40 +0000 2020
1218651376542240768,#snow #snowstorm #snowday #Snowmageddon #Weather #nyc #NewYork #love #life #SaturdayVibes #SaturdayMorning… https://t.co/qF5GdGvxZK,Sat Jan 18 21:48:24 +0000 2020
1218651339523338240,When our snowblower died last winter I said “Guess 2020 is the year I finally get in shape.” Pleased to announce I… https://t.co/vD3GIP0DUn,Sat Jan 18 21:48:15 +0000 2020
1218651336952156166,Hilarious! Looks like he faired better than most screechees! #NLStorm2020 #nlwx #Frozen https://t.co/RVOVhkxDQc,Sat Jan 18 21:48:14 +0000 2020
1218651305050353664,"Aaron Hernandez Signed Autograph 8x10 Photo w/ Certificate of Authenticity
https://t.co/UbB1Ikcej8
#NLStorm2020… https://t.co/hCCv8zEQyO",Sat Jan 18 21:48:07 +0000 2020
1218651302131048448,"@user_2741  @user_522 @user_1831 @user_2628 @user_262 State of Emergency, my colleagues have been on for 30+ hours but relief… https://t.co/Y5GsK3decL",Sat Jan 18 21:48:06 +0000 2020
1218651300835008512,I mean I know #Newfoundland is much worse and all but be we be getting some good snow today https://t.co/uq7B8BxJKX,Sat Jan 18 21:48:06 +0000 2020
1218651231381487616,The mind boggles. 69cm. Stay safe N.L. #Canada #Snowmageddon https://t.co/AwfOLAQ30R,Sat Jan 18 21:47:49 +0000 2020
1218651195142627328,"Hey, #nlblizzard2020, remember this song? 😂

I REALLY HATE SNOW! sings 14-year-old musician and dad https://t.co/ikmktuHgvu via @user_1494",Sat Jan 18 21:47:41 +0000 2020
1218651028645732352,I’m kinda glad I broke up the shovelling into five different outings. Not getting cabin fever so bad. #nlwx… https://t.co/nuOAhVWkuc,Sat Jan 18 21:47:01 +0000 2020
